epoch,train_loss,val_loss,gamma_rd,gamma_dr,res_mag,entropy
0,0.347588888141844,0.35919853873650237,0.030367890372872353,0.03100084885954857,0.810640295346578,4.8986557722091675
1,0.34535131918059453,0.35872468931178253,0.04037726670503616,0.03924572467803955,0.8007305165131887,4.714747389157613
2,0.34535564184188844,0.3580237653533618,0.04684789851307869,0.04624103009700775,0.7367862462997437,4.713305075963338
3,0.34454046686490375,0.3578767244488001,0.05316538363695145,0.05074030160903931,0.7213508387406667,4.618443965911865
4,0.3438294463687473,0.35765589648882545,0.06038135290145874,0.05541391670703888,0.6843234697977701,4.573251883188884
5,0.3432617035177019,0.35781903057197734,0.06760280579328537,0.05911941081285477,0.6756197512149811,4.480003714561462
6,0.34363118873702153,0.3572254927277565,0.06754244118928909,0.063121497631073,0.6264435052871704,4.538509329160054
7,0.3427903797891405,0.35716282206376393,0.07234735041856766,0.06874147057533264,0.5892537434895834,4.474977533022563
8,0.34236495428615143,0.356683651042978,0.07579613476991653,0.0725565031170845,0.5352553427219391,4.517558058102925
9,0.342647777001063,0.35646266884108385,0.08007114380598068,0.07647278904914856,0.55008664727211,4.441598574320476
10,0.34248973396089344,0.356289621724685,0.0856112539768219,0.08247873932123184,0.5544569691022238,4.423284451166789
11,0.3422253807385763,0.3561001145342986,0.09214308112859726,0.08494054526090622,0.5093976855278015,4.3894985516866045
12,0.34115540517701043,0.35596898779571057,0.09480149298906326,0.08912675827741623,0.5255058109760284,4.381735285123189
13,0.34160110818015205,0.35601721199154857,0.09975605458021164,0.08749551326036453,0.4715728958447774,4.422513882319133
14,0.3413634479045868,0.3561900286585093,0.10375157743692398,0.0929056704044342,0.5060149133205414,4.4043482939402265
15,0.3406014502048492,0.3554947266255815,0.10565940290689468,0.09516076743602753,0.4639831433693568,4.3475602467854815
16,0.3403430852625105,0.35635989531973994,0.10989919304847717,0.09805058687925339,0.4675860106945038,4.4146575927734375
17,0.34025052653418647,0.3557700011784832,0.11146828532218933,0.10049861669540405,0.45474007229010266,4.3929059108098345
18,0.34013964070214164,0.35597936827192705,0.12021524459123611,0.1029154360294342,0.46923575301965076,4.37029234568278
19,0.3399333291583591,0.3562110485265652,0.12422521412372589,0.10384820401668549,0.4541162351767222,4.3814555406570435
20,0.3401931756072574,0.3555502247959376,0.12567703425884247,0.10370688885450363,0.455923726161321,4.320487181345622
21,0.3397684984736972,0.3559034584045411,0.12547162175178528,0.10538455843925476,0.4546164671579997,4.3632553815841675
22,0.33956091470188565,0.3552686224887769,0.12448608875274658,0.10671186447143555,0.44087518254915875,4.344308018684387
23,0.33923962314923606,0.35555936948955064,0.1300589144229889,0.10699331760406494,0.4584534466266632,4.365166266759236
24,0.3388175891505347,0.35514309897820157,0.13158202171325684,0.1087699681520462,0.4400417407353719,4.3642893234888716
25,0.3391382396221161,0.35537951831221576,0.13495370745658875,0.10920237749814987,0.4353976051012675,4.360473394393921
26,0.3386931465731727,0.35596997127234936,0.1371966302394867,0.11256995797157288,0.44528789321581524,4.3413214683532715
27,0.3389044033156501,0.35464796446661156,0.13669420778751373,0.11044538021087646,0.43789318203926086,4.371428847312927
28,0.33897066447469926,0.35502537469615536,0.1390312761068344,0.1100686639547348,0.45176540315151215,4.3735729058583575
29,0.3390600151485867,0.35499202333788077,0.14034822583198547,0.11223060637712479,0.42278340458869934,4.314235250155131
30,0.3388296498192681,0.3549113720352451,0.14259399473667145,0.11360166221857071,0.42483240862687427,4.3581860065460205
31,0.33846568134095933,0.35483145363678537,0.14275336265563965,0.11508740484714508,0.4194530298312505,4.3358778556187945
32,0.33857743475172253,0.35498422414710123,0.14682386815547943,0.11474050581455231,0.4269152233997981,4.298869172732036
33,0.3383653442064921,0.35573339641243223,0.14916415512561798,0.11515539139509201,0.42555926740169525,4.2793095509211225
34,0.33876550396283467,0.35473894455929594,0.14512142539024353,0.11830291897058487,0.43537428975105286,4.268892606099446
35,0.33795260323418513,0.3550195563301444,0.14785298705101013,0.11771839112043381,0.40648533403873444,4.287678082784017
