epoch,train_loss,val_loss,gamma_rd,gamma_dr,res_mag,entropy
0,0.2788244647639138,0.29574604812562466,0.026248138397932053,0.025978634133934975,0.5834069550037384,5.089674711227417
1,0.2787239245006016,0.29618334040790795,0.041585441678762436,0.03254958242177963,0.6663038581609726,4.851745009422302
2,0.27778236610548834,0.2964945152893662,0.05248314142227173,0.03925146907567978,0.6525809615850449,4.842361927032471
3,0.27702812211854116,0.29731573417037727,0.05904243513941765,0.047029655426740646,0.6803617626428604,4.788619816303253
4,0.2761335406984602,0.29622623861134056,0.0618780143558979,0.052318740636110306,0.5798995196819305,4.885825335979462
5,0.27645170262881685,0.29582712741494177,0.06553254276514053,0.05566539615392685,0.5626736283302307,4.862551808357239
6,0.2758819946220943,0.2960351737290621,0.07009579241275787,0.0594966858625412,0.5701611936092377,4.816800653934479
7,0.27574542760848997,0.2952612488821149,0.07361540198326111,0.06470348685979843,0.5150592774152756,4.811236500740051
8,0.2752028099128178,0.2962620173200965,0.07808594405651093,0.06924310326576233,0.5249040275812149,4.77696305513382
9,0.2751017842973982,0.29472550321966406,0.0798364132642746,0.07360203564167023,0.47144101560115814,4.799115359783173
10,0.2754051787512643,0.29585923850089313,0.08365578204393387,0.07641451805830002,0.5012900084257126,4.750939190387726
11,0.274949141059603,0.2947573544405401,0.08476100862026215,0.07976336777210236,0.4786681905388832,4.7309664487838745
12,0.2746720688683646,0.29434789593666794,0.08924872428178787,0.08273515105247498,0.4471216946840286,4.723626136779785
13,0.27442179492541724,0.2947905126914382,0.0925905853509903,0.08774985373020172,0.48519302904605865,4.670229554176331
14,0.2741273173264095,0.2943912138819694,0.09168815612792969,0.09237401932477951,0.45225989818573,4.653954565525055
15,0.2738147846290043,0.2950567557506263,0.09648504853248596,0.09430509805679321,0.44685692340135574,4.670668184757233
16,0.27360437767846246,0.2939066923677921,0.09983926266431808,0.09644833952188492,0.4392494559288025,4.6603885889053345
17,0.27390904085976736,0.2942296799995005,0.10309181362390518,0.09871834516525269,0.42414965480566025,4.6131070256233215
18,0.2734229794570378,0.2932644595131278,0.10480685532093048,0.10197314620018005,0.4125789552927017,4.627855956554413
19,0.27340324435915264,0.29302807800471786,0.10704343765974045,0.10539574921131134,0.4291631281375885,4.594597220420837
20,0.2731336031641279,0.2929100329138339,0.10752398520708084,0.10391929745674133,0.4128272756934166,4.599275827407837
21,0.27319061756134033,0.29351414512097834,0.1118546649813652,0.10630212724208832,0.4455675184726715,4.522777318954468
22,0.2733604311943054,0.2929694430448115,0.11484509706497192,0.11014490574598312,0.4159645065665245,4.5786489844322205
23,0.27283024617603846,0.2924738550320268,0.11482257395982742,0.11223302781581879,0.4158674329519272,4.577934563159943
24,0.27277233941214424,0.29329247353225946,0.11845126003026962,0.11371994018554688,0.4338892549276352,4.548325300216675
25,0.27254909106663294,0.29242963592112065,0.11915979534387589,0.10865563899278641,0.41437646746635437,4.50784558057785
26,0.2727888073240008,0.29260324872732163,0.11782211810350418,0.11181969195604324,0.4049949645996094,4.5362836718559265
27,0.2722858011722565,0.2934018020108342,0.12325140088796616,0.1151948869228363,0.44716469943523407,4.498170852661133
28,0.2720596892493112,0.2915558316506445,0.12543989717960358,0.11597376316785812,0.40759821981191635,4.511697769165039
29,0.27210675392832073,0.2928251588366926,0.12436030805110931,0.11771201342344284,0.4322439208626747,4.495914876461029
30,0.2719379654952458,0.2915829700581729,0.12702471017837524,0.11662212014198303,0.4021998718380928,4.500028610229492
31,0.2723349877766201,0.29167921880409126,0.12882016599178314,0.11609503626823425,0.41439736634492874,4.528716206550598
32,0.27139933790479387,0.2920102795831859,0.1297103613615036,0.11868052929639816,0.4157961681485176,4.510369002819061
33,0.2716686018875667,0.29160658098235726,0.13191096484661102,0.11976021528244019,0.4048072323203087,4.5380553007125854
34,0.27169634359223505,0.29280836556479334,0.13399507105350494,0.11896814405918121,0.42121369391679764,4.513276815414429
35,0.2714528407369341,0.291350911064446,0.13387656211853027,0.12029697000980377,0.40536122024059296,4.497115969657898
36,0.27120372312409535,0.291648854663223,0.13509032130241394,0.12378711998462677,0.41405508667230606,4.500121474266052
37,0.2714177846908569,0.2920485146209597,0.13594406843185425,0.12226415425539017,0.41029615700244904,4.508598506450653
38,0.2715784123965672,0.2931406582079828,0.13725852966308594,0.12550559639930725,0.44620565325021744,4.498668432235718
39,0.2713513570172446,0.2923422554515302,0.13794563710689545,0.12376482039690018,0.4271920695900917,4.483658492565155
40,0.27122571723801747,0.2917034736029804,0.13825814425945282,0.1252387911081314,0.4184635952115059,4.475978255271912
41,0.27129418764795576,0.29097748611122365,0.13994206488132477,0.1257096529006958,0.4006858915090561,4.479186058044434
42,0.27123901673725676,0.29081869540214544,0.1375211477279663,0.1238248348236084,0.38753771781921387,4.49824857711792
43,0.2705291075365884,0.2914889363400638,0.14032860100269318,0.12769563496112823,0.4116615131497383,4.468385338783264
44,0.2711249223777226,0.2910402727462352,0.14102642238140106,0.12988699972629547,0.3955390676856041,4.465243279933929
45,0.27064055374690466,0.29159499899595975,0.1451842188835144,0.1297893077135086,0.3992571383714676,4.48099410533905
46,0.2709590801170894,0.2909035812728107,0.1450803130865097,0.13112223148345947,0.39273906499147415,4.471852123737335
47,0.27078924179077146,0.29066712742969397,0.14563709497451782,0.1325676292181015,0.3824049308896065,4.491850256919861
48,0.270368674823216,0.2913823246262967,0.14643946290016174,0.13540835678577423,0.39990315586328506,4.463725388050079
49,0.27064112850597927,0.2906528113536537,0.1452220380306244,0.13328947126865387,0.38840050250291824,4.476931512355804
