epoch,train_loss,val_loss,lr,secs
0,0.5574649826244071,0.3910142481327057,0.001,11.718998193740845
1,0.2969745209923497,0.2740731438000997,0.001,11.409572124481201
2,0.25297553175025517,0.3370005190372467,0.001,11.287519693374634
3,0.23364659481578404,0.24757074813048044,0.001,13.029083251953125
4,0.2214533841168439,0.21835731963316599,0.001,14.479955196380615
5,0.2117030096274835,0.2652057707309723,0.001,14.052167892456055
6,0.20356402297814688,0.33885669708251953,0.001,12.623960256576538
7,0.19648045301437378,0.20107993483543396,0.001,10.306550741195679
8,0.19104724129041037,0.19073466459910074,0.001,9.184845447540283
9,0.1866455442375607,0.5050057172775269,0.001,9.656357526779175
10,0.18316953987986953,0.18815889457861582,0.001,11.46140718460083
11,0.17943480776415932,0.18650847673416138,0.001,9.265825510025024
12,0.17680691513750288,0.17481109003225961,0.001,9.488890409469604
13,0.17381188604566786,0.18617459138234457,0.001,9.385417461395264
14,0.17200794595259208,0.17125348250071207,0.001,12.127431154251099
15,0.1695194277498457,0.16747413078943887,0.001,9.827151536941528
16,0.16733275519476998,0.16778243084748587,0.001,11.567754983901978
17,0.16597587918793713,0.18027783930301666,0.001,11.254607915878296
18,0.16407221059004465,0.2196631133556366,0.001,10.092955112457275
19,0.1629089061860685,0.17163321375846863,0.001,10.466026544570923
20,0.16193892723984188,0.18876231710116068,0.001,10.694404363632202
21,0.16011303828822243,0.3861149549484253,0.0005,9.290243148803711
22,0.15821597035284396,0.1613591512044271,0.0005,9.144483089447021
23,0.15784141255749595,0.17204248905181885,0.0005,9.204970836639404
24,0.15718673831886715,0.17641127606232962,0.0005,11.788899183273315
25,0.15635879668924543,0.15966147681077322,0.0005,10.710454940795898
26,0.15587980382972294,0.16435361405213675,0.0005,9.240652322769165
27,0.15535320010450152,0.15634284913539886,0.0005,9.081364154815674
28,0.15409710341029698,0.16921853522459665,0.0005,9.165305614471436
29,0.15353493171709556,0.15501700838406882,0.0005,9.284167528152466
30,0.15301056978879152,0.171280637383461,0.0005,12.44851016998291
31,0.15263800709335892,0.16869808733463287,0.0005,12.023682117462158
32,0.1522524963926386,0.15276298423608145,0.0005,13.368115425109863
33,0.15124637330019916,0.1687077283859253,0.0005,11.370795011520386
34,0.15074853819829445,0.18074144423007965,0.0005,9.658631563186646
35,0.14998337792025673,0.1714061995347341,0.0005,9.692530393600464
36,0.14942680851176934,0.17021547754605612,0.0005,9.350077152252197
37,0.14865139844240965,0.15316241979599,0.0005,9.316384077072144
38,0.14840823853457416,0.1499556601047516,0.0005,9.087891101837158
39,0.14790773336534146,0.17162007093429565,0.0005,9.124095678329468
40,0.14734052342397194,0.15298175315062204,0.0005,9.192298173904419
41,0.14694751743917112,0.14845163623491922,0.0005,9.54302978515625
42,0.14636130189454113,0.16908620794614157,0.0005,9.357813835144043
43,0.1455155059143349,0.1528962254524231,0.0005,8.9808349609375
44,0.1449731135809863,0.15038088460763296,0.0005,9.12621808052063
45,0.14489437529334315,0.14799570043881735,0.0005,9.954040765762329
46,0.14450690371018868,0.15127519766489664,0.0005,10.088308572769165
47,0.14382573189558806,0.16122321784496307,0.0005,10.223856449127197
48,0.14323758637463604,0.151598130663236,0.0005,9.858857154846191
49,0.14300007787015703,0.15068377554416656,0.0005,10.621093034744263
