epoch,train_loss,val_loss,gamma_rd,gamma_dr,res_mag,entropy
0,0.3233200450738271,0.3178387758632501,0.028395025059580803,0.0,0.5101387699445089,4.9576416015625
1,0.32166895767052966,0.3173894926448663,0.030740052461624146,0.0,0.4427189230918884,4.7623664538065595
2,0.3205256481965383,0.3174547414471706,0.03339898958802223,0.0,0.41627835234006244,4.780967553456624
3,0.3213209629058838,0.31669916239182155,0.03517831489443779,0.0,0.40277572472890216,4.704689184824626
4,0.3203995515902837,0.316468328187863,0.0385175421833992,0.0,0.3851458430290222,4.661823908487956
5,0.3202131340901057,0.3164228263914585,0.04433330148458481,0.0,0.3901487390200297,4.550475120544434
6,0.3198016752799352,0.31658138638635475,0.04909198731184006,0.0,0.3491038183371226,4.53296693166097
7,0.3193450391292572,0.3163843254506588,0.051706425845623016,0.0,0.32325559854507446,4.444686094919841
8,0.3200759500265121,0.316408323041598,0.05460185557603836,0.0,0.2942801316579183,4.480035781860352
9,0.3195070485273997,0.3164824375549952,0.05814468115568161,0.0,0.27236437797546387,4.460896809895833
10,0.31908610463142395,0.3163718842426936,0.06045996770262718,0.0,0.27143661181132,4.389538288116455
11,0.31854139963785805,0.31667326899866266,0.06379222869873047,0.0,0.2652394274870555,4.4406046867370605
12,0.31852094233036043,0.31686239494830365,0.06836716085672379,0.0,0.2549038380384445,4.443957646687825
13,0.31824356615543364,0.3165022332514326,0.07127902656793594,0.0,0.23871755103270212,4.368094603220622
14,0.31835195620854695,0.31625108093669013,0.07168474793434143,0.0,0.24605088929335275,4.32591978708903
15,0.31812339226404823,0.31665777610341705,0.07414755970239639,0.0,0.2608252962430318,4.335282484690349
16,0.31777150332927706,0.3169835956300298,0.07751002162694931,0.0,0.22783735891183218,4.346343994140625
17,0.3178576687971751,0.31665158793181186,0.07968605309724808,0.0,0.24303547044595084,4.323387781778972
18,0.3173723896344503,0.3168178091640274,0.08256644755601883,0.0,0.23842831949392954,4.23784081141154
19,0.3175286501646042,0.31633061715314786,0.08326469361782074,0.0,0.2315095712741216,4.214700380961101
20,0.317690176765124,0.31588041741053263,0.0859515443444252,0.0,0.26594018936157227,4.1901930173238116
21,0.3172735760609309,0.31655153981943923,0.0854710265994072,0.0,0.2167272468407949,4.1822811762491865
22,0.31715365250905353,0.31593649405737717,0.08809828758239746,0.0,0.24558916687965393,4.098252614339192
23,0.3167323927084605,0.3161901990249753,0.09203316271305084,0.0,0.23547840615113577,4.124005317687988
24,0.3161466717720032,0.3159723711743951,0.09325336664915085,0.0,0.23302164177099863,4.099123636881511
25,0.3166458745797475,0.3171444797356923,0.09423306584358215,0.0,0.24828926722208658,4.0394972165425616
26,0.31683320105075835,0.3157828071638942,0.09488462656736374,0.0,0.23690966268380484,3.9867175420125327
27,0.3165659715731939,0.3167857315073411,0.09702717512845993,0.0,0.23594902952512106,3.9717100461324057
28,0.3163383185863495,0.31610920807123183,0.10057360678911209,0.0,0.2252280314763387,3.964906613032023
29,0.3156043877204259,0.31649624353498224,0.10106094926595688,0.0,0.2548053016265233,3.9284653663635254
30,0.31628999213377634,0.31602798698594176,0.1003427505493164,0.0,0.21906711161136627,3.880032221476237
31,0.31643205086390175,0.3165356049716473,0.1030045747756958,0.0,0.23173314332962036,3.9152395725250244
32,0.3157802144686381,0.3156321341320872,0.1042301282286644,0.0,0.2133900672197342,3.879648447036743
33,0.31609152555465697,0.3162672237450878,0.10482169687747955,0.0,0.24118433892726898,3.876474062601725
34,0.3163183977206548,0.3158739780709147,0.10786335915327072,0.0,0.22751557330290476,3.903564214706421
35,0.3156623005867004,0.3163606243669987,0.10886505991220474,0.0,0.22697712977727255,3.883587678273519
36,0.3156790872414907,0.3153251703088482,0.1085115596652031,0.0,0.2136871169010798,3.855131228764852
37,0.3154082914193471,0.31643011182596287,0.11077005416154861,0.0,0.22947688400745392,3.8690609137217202
38,0.3151640872160594,0.3157402769133449,0.11237519979476929,0.0,0.21607140203317007,3.887972672780355
39,0.3153204321861267,0.3162907729769746,0.11355702579021454,0.0,0.21420893569787344,3.8747808933258057
40,0.3150031536817551,0.3161876804421346,0.1149422749876976,0.0,0.20513257384300232,3.8852011362711587
41,0.31525335808595023,0.3165809406052033,0.11567223817110062,0.0,0.20445067683855692,3.8579564889272056
42,0.314757643143336,0.3165669893950224,0.11813556402921677,0.0,0.21005101005236307,3.873016913731893
43,0.31501689553260803,0.3163097016587853,0.11773673444986343,0.0,0.2327436457077662,3.8371904691060386
44,0.31456736425558723,0.31653782559235893,0.12028343230485916,0.0,0.22035511334737143,3.857142527898153
