epoch,train_loss,val_loss,gamma_rgb,gamma_depth,res_mag
0,0.3459467250439856,0.34250074069023134,0.04010377451777458,0.040183037519454956,0.343914794921875
1,0.32656294521358276,0.3090663977992535,0.08804073929786682,0.09197741001844406,0.9591494679450989
2,0.2963796812627051,0.2813308944582939,0.12177899479866028,0.1339695304632187,1.0947085618972778
3,0.27746284670299953,0.26717481338024135,0.14123108983039856,0.15947848558425903,1.0685003757476808
4,0.26691081871589023,0.2592781200480461,0.1558017134666443,0.17865078151226044,1.0566567659378052
5,0.25943202359808815,0.2524069625401497,0.16758352518081665,0.19556735455989838,1.0731932878494264
6,0.2542717614107662,0.2467809271335602,0.17803598940372467,0.210287407040596,1.046586513519287
7,0.2500250099433793,0.24372434005260465,0.187207892537117,0.22312362492084503,1.030804204940796
8,0.24686917207307285,0.24101658626317976,0.19517336785793304,0.2338048666715622,1.0441080808639527
9,0.24412710592150688,0.2382964572787285,0.20266395807266235,0.24363990128040314,1.0119761228561401
10,0.24168865920768845,0.23614586418867112,0.2091074436903,0.2521550953388214,1.007961630821228
11,0.2402670933968491,0.23538896430015566,0.2148953080177307,0.26049819588661194,1.015068244934082
12,0.238188529594077,0.23335839519739152,0.22023147344589233,0.2674802839756012,1.0118176698684693
13,0.2372497096657753,0.23251854453802112,0.22538144886493683,0.27463477849960327,0.9550477743148804
14,0.23653203290369776,0.23158459311723706,0.22979103028774261,0.28024718165397644,0.965690016746521
15,0.23595162025756306,0.23114627117395403,0.23341476917266846,0.2865101099014282,0.9810512781143188
16,0.23506552229324976,0.23020568463802338,0.2376316785812378,0.2924489378929138,0.9774293899536133
17,0.23442256367868847,0.23014348059892656,0.2414141744375229,0.29774656891822815,0.9545475244522095
18,0.2336013726890087,0.22893941036701201,0.2441311925649643,0.30276021361351013,0.9574659824371338
19,0.232834010074536,0.22869065504670144,0.24780699610710144,0.30684879422187805,0.9316403269767761
20,0.23280757831202614,0.22834169618844985,0.250644713640213,0.31148451566696167,0.937695050239563
21,0.23300464037391874,0.22785943261742592,0.2532564103603363,0.315312922000885,0.9455271601676941
22,0.23151994289623368,0.22727723503232006,0.25549429655075073,0.31843656301498413,0.9275889277458191
23,0.23260753519005245,0.22785300565481187,0.25868070125579834,0.32221490144729614,0.9282278299331665
24,0.23146109448538887,0.22792531995534895,0.26095619797706604,0.3250673711299896,0.9157808065414429
25,0.23162170872092247,0.22714461616039278,0.2632524371147156,0.3276246190071106,0.9210773944854737
26,0.2310099390645822,0.22772228369832037,0.2657806873321533,0.3311372995376587,0.8920481085777283
27,0.23050783781541717,0.22598071720600127,0.2678152918815613,0.33379697799682617,0.9158525466918945
28,0.22942095581028196,0.2264446935069561,0.27032387256622314,0.3363611698150635,0.9075194478034974
29,0.2302154799302419,0.22622623326182367,0.27309489250183105,0.3377157151699066,0.9105620980262756
30,0.2293950580060482,0.22568120106101036,0.27533867955207825,0.3407689034938812,0.882114565372467
31,0.22922233160999086,0.2259720115816593,0.2777418792247772,0.3429713845252991,0.8803020358085633
32,0.22936535129944483,0.2256318711423874,0.27960196137428284,0.34575310349464417,0.8963414192199707
33,0.2298936690721247,0.2256867566525936,0.28180551528930664,0.34690675139427185,0.8931966423988342
34,0.22868630745344692,0.22442683883309367,0.2838583290576935,0.3499324321746826,0.8796445727348328
35,0.22844713719354737,0.2245861115539074,0.28591427206993103,0.3513067662715912,0.8797322869300842
36,0.22915100761585766,0.2248421873784065,0.2876371443271637,0.3540952801704407,0.8802154302597046
37,0.22859997881783378,0.22468313923597338,0.289704829454422,0.3556489944458008,0.881398606300354
38,0.2289447726474868,0.2240681160902977,0.29114004969596863,0.3582853674888611,0.8595392942428589
39,0.22809993682636154,0.22363097982406616,0.29295429587364197,0.36076655983924866,0.8720738887786865
40,0.22869294633467993,0.22433455403327943,0.29436931014060974,0.36163443326950073,0.880229902267456
41,0.2269402974181705,0.22334950095772746,0.2960418164730072,0.3646511435508728,0.8680396914482117
42,0.22700591385364532,0.22292578094244003,0.29782938957214355,0.3664725720882416,0.850541090965271
43,0.22769153863191605,0.22326448560953138,0.2997173070907593,0.36845529079437256,0.8597968816757202
44,0.22767994221713808,0.22313694782495502,0.3011725842952728,0.37054508924484253,0.8487574815750122
45,0.22717388553751838,0.22299195905566216,0.3027181029319763,0.372787207365036,0.837943947315216
46,0.226954468836387,0.2232871392285824,0.3040173649787903,0.3752957880496979,0.8437842965126038
47,0.22744634995857874,0.2242170449101925,0.3060610592365265,0.3765157163143158,0.8638242840766907
48,0.22639457426137394,0.2227653735077381,0.3071872889995575,0.3796948194503784,0.8462139010429383
49,0.22653708027468789,0.22306455483317372,0.30852264165878296,0.38126108050346375,0.8346030831336975
