epoch,train_loss,val_loss,lr,secs
0,0.5368975916424313,0.37564664483070376,0.001,30.06102752685547
1,0.3157269817751807,0.2964725196361542,0.001,26.68560266494751
2,0.27257503609399536,0.2587217092514038,0.001,26.557021141052246
3,0.249023670683036,0.24142475426197052,0.001,27.067089080810547
4,0.2301818744556324,0.22406328320503235,0.001,26.9188392162323
5,0.21339631201447667,0.21050659120082854,0.001,26.80786156654358
6,0.20200918534317533,0.20030391812324524,0.001,27.06186556816101
7,0.1935912092795243,0.19264425039291383,0.001,27.548462629318237
8,0.18698359260687958,0.18913767039775847,0.001,26.811075925827026
9,0.18162134934116053,0.18588692247867583,0.001,26.844313144683838
10,0.17742848154660817,0.17736994624137878,0.001,26.9313383102417
11,0.17460386293965416,0.17455588281154633,0.001,27.743433713912964
12,0.17154003599205533,0.17215189337730408,0.001,26.24797487258911
13,0.1692241543048137,0.16996679902076722,0.001,26.92061758041382
14,0.1676726800364417,0.1687249630689621,0.001,28.081047773361206
15,0.16592835091255806,0.1673767536878586,0.001,38.69753289222717
16,0.16411724606075803,0.16629508435726165,0.001,27.773199558258057
17,0.16276243369321566,0.1644940048456192,0.001,27.96073317527771
18,0.16135570165273305,0.16306350529193878,0.001,27.988767862319946
19,0.16036266048212308,0.16564789712429046,0.001,27.90035367012024
20,0.15958081910739075,0.16252135038375853,0.001,28.411885738372803
21,0.1580056378970275,0.1630028009414673,0.001,28.360262632369995
22,0.15720398401891864,0.16099295318126677,0.001,27.787874221801758
23,0.15641170941494606,0.15992547273635865,0.001,27.438830852508545
24,0.15548690307784724,0.1589873820543289,0.001,27.622034788131714
25,0.15472518229806745,0.15849975049495696,0.001,27.535337686538696
26,0.15378490452830856,0.15815520882606507,0.001,27.405213832855225
27,0.15270869675520304,0.1589168518781662,0.001,28.54569172859192
28,0.15245857875089389,0.1575408548116684,0.001,28.031811237335205
29,0.1521155830170657,0.15778523981571196,0.001,28.234947443008423
30,0.15162977374888756,0.1560800015926361,0.001,27.25485062599182
31,0.1506733169426789,0.15472937226295472,0.001,28.093746185302734
32,0.15023319302378474,0.1556202083826065,0.001,28.502826690673828
33,0.1494524523213103,0.15401898920536042,0.001,27.44273066520691
34,0.1490939078298775,0.15339520275592805,0.001,27.961501121520996
35,0.1486566964838956,0.15590704679489137,0.001,27.706174612045288
36,0.1480737763482171,0.15257222056388856,0.001,27.93442988395691
37,0.14777824967294126,0.15270674526691436,0.001,28.638741731643677
38,0.1469977155730531,0.15282903909683226,0.001,28.94952702522278
39,0.14676330298990817,0.15195008218288422,0.001,28.63725209236145
40,0.14556776269062147,0.1518404573202133,0.001,27.12665295600891
41,0.14535607679470167,0.15190834701061248,0.001,27.763238191604614
42,0.14538887263955297,0.1503008186817169,0.001,27.946340799331665
43,0.14479065384413745,0.15139552652835847,0.001,27.38639211654663
44,0.14470055860442085,0.1499056339263916,0.001,28.768431186676025
45,0.14434279581984957,0.15084555745124817,0.001,27.525310516357422
46,0.14426413258990725,0.15136448740959169,0.001,27.464739322662354
47,0.14346999453531728,0.14916664063930513,0.001,26.84709644317627
48,0.1429673582315445,0.14970743656158447,0.001,27.134597301483154
49,0.14280265368319847,0.15015365779399872,0.001,27.161359071731567
