epoch,train_loss,val_loss,lr,secs
0,0.48130061560206944,0.4318915456533432,0.001,48.49012279510498
1,0.26233782172203063,0.24295366555452347,0.001,36.958598136901855
2,0.23069090180926852,0.21612189710140228,0.001,25.287965774536133
3,0.21286985874176026,0.20247085392475128,0.001,23.012839317321777
4,0.2018687234984504,0.19290520002444586,0.001,22.634534120559692
5,0.1940025339523951,0.18714311718940735,0.001,27.055163145065308
6,0.18862665394941966,0.18287600576877594,0.001,23.90386414527893
7,0.18449276983737944,0.1814115345478058,0.001,58.44760179519653
8,0.1803728206290139,0.17942589769760767,0.001,40.848763942718506
9,0.17636810706721412,0.18784223248561224,0.001,71.18397307395935
10,0.17337669200367398,0.19769072781006494,0.001,69.26004934310913
11,0.17096208102173274,0.17843053738276163,0.001,84.39294481277466
12,0.1684840914275911,0.17137114952007929,0.001,82.58982348442078
13,0.1660817868179745,0.170087198416392,0.001,49.39145493507385
14,0.16456309490733675,0.1689112956325213,0.001,57.57129168510437
15,0.16309078401989408,0.16514605283737183,0.001,60.66257834434509
16,0.1617279804415173,0.16123288373152414,0.001,50.94518280029297
17,0.16016870637734731,0.16578341275453568,0.001,61.56647062301636
18,0.1599759942955441,0.16214254746834436,0.001,81.89613938331604
19,0.15873852339055802,0.16270011415084204,0.001,88.01344108581543
20,0.15721224745114645,0.16151938835779825,0.001,81.12881588935852
21,0.15685163570774927,0.1586642637848854,0.001,124.68446683883667
22,0.15599103801780276,0.15739871313174567,0.001,75.68255710601807
23,0.15506002803643545,0.15579779942830405,0.001,50.669557332992554
24,0.15418582061926525,0.16021930426359177,0.001,53.27104878425598
25,0.15371736685434978,0.15785058587789536,0.001,51.559110164642334
26,0.15262635482682121,0.1544153094291687,0.001,53.66282391548157
27,0.15228344533178542,0.15444497019052505,0.001,71.4622118473053
28,0.15197996199131011,0.15375947207212448,0.001,46.26722192764282
29,0.15152288973331451,0.15336122612158457,0.001,71.13388061523438
30,0.15037920475006103,0.15222151825825372,0.001,41.85060691833496
31,0.15036569403277503,0.1529419794678688,0.001,37.01164197921753
32,0.14982767469353145,0.15218677868445715,0.001,31.533792972564697
33,0.1487922641966078,0.15232147524754205,0.001,51.611279010772705
34,0.1482906139559216,0.15419785678386688,0.001,47.51700472831726
35,0.14807740449905396,0.1507077639301618,0.001,45.86908793449402
36,0.14845588207244872,0.15381433069705963,0.001,45.190985918045044
37,0.1470117277569241,0.15153506646553674,0.001,58.94481635093689
38,0.14676674008369445,0.15185295045375824,0.001,41.54364585876465
39,0.14643481440014308,0.1499354988336563,0.001,30.21935772895813
40,0.14618313643667433,0.15249371031920114,0.001,30.163431882858276
41,0.14613166451454163,0.14956758668025336,0.001,31.208256006240845
42,0.14516999257935417,0.14973101764917374,0.001,30.79179358482361
43,0.1447667486137814,0.15266944716374078,0.001,32.29283666610718
44,0.144843414094713,0.1509857177734375,0.001,32.31237316131592
45,0.1444555209742652,0.15036296844482422,0.001,30.36763882637024
