epoch,train_loss,val_loss,lr,secs
0,0.4795172461441585,0.31635192781686783,0.001,28.69245219230652
1,0.25668803836618154,0.25496137514710426,0.001,25.500100135803223
2,0.22795009996209825,0.21270280703902245,0.001,24.93995213508606
3,0.2107160189322063,0.2002149634063244,0.001,25.438528776168823
4,0.1986618105854307,0.19032032415270805,0.001,24.976208448410034
5,0.19043943073068345,0.19005673751235008,0.001,31.203303575515747
6,0.18306063285895757,0.23942120000720024,0.001,27.616461753845215
7,0.17054949019636426,0.1642765812575817,0.001,27.597230672836304
8,0.1614409029483795,0.1537298709154129,0.001,27.91956400871277
9,0.15327695906162261,0.15020065009593964,0.001,27.684600114822388
10,0.14705406384808675,0.14658671244978905,0.001,28.149739503860474
11,0.1425605092729841,0.14352066442370415,0.001,27.732206106185913
12,0.13890914576394217,0.1338515840470791,0.001,27.472983360290527
13,0.13589875953538078,0.13132113963365555,0.001,27.873615264892578
14,0.13317590483597347,0.13336138427257538,0.001,27.848989248275757
15,0.13116639469351088,0.13181864842772484,0.001,27.989882946014404
16,0.12891083977052142,0.12616903334856033,0.001,27.919893264770508
17,0.12784748481852667,0.13085275515913963,0.001,27.907440662384033
18,0.12652773026909148,0.12404047325253487,0.001,27.74642276763916
19,0.12530137023755483,0.12200604006648064,0.001,27.35767436027527
20,0.1237532662493842,0.12154322117567062,0.001,27.78883123397827
21,0.1227829315832683,0.12231316603720188,0.001,27.601714849472046
22,0.12180800970111574,0.11980257742106915,0.001,27.394712209701538
23,0.12070786633661815,0.11896055191755295,0.001,27.400891542434692
24,0.11952035533530371,0.11836888268589973,0.001,27.679882287979126
25,0.11823403814009258,0.11611836217343807,0.001,28.11810541152954
26,0.11691132358142307,0.11605241894721985,0.001,27.578311443328857
27,0.11600829533168248,0.11363073065876961,0.001,28.196662425994873
28,0.11468798731054579,0.11254983395338058,0.001,27.95077896118164
29,0.11358092427253723,0.11244690977036953,0.001,27.29217290878296
30,0.11273156808955329,0.11090561747550964,0.001,27.654972314834595
31,0.1115995398589543,0.10997511819005013,0.001,28.117996215820312
32,0.1107932563338961,0.11432602442800999,0.001,27.718475580215454
33,0.11017043654407774,0.11094843968749046,0.001,27.826728105545044
34,0.10937458638634001,0.10889900475740433,0.001,28.14196228981018
35,0.10904302150011062,0.11298630014061928,0.001,28.461329698562622
36,0.10838664642402104,0.11571596004068851,0.001,27.35102391242981
37,0.1075097062758037,0.12254066579043865,0.001,27.72946572303772
38,0.10708959656102317,0.10889675468206406,0.001,27.927895307540894
39,0.10685602362666811,0.10926285572350025,0.001,27.850857496261597
40,0.10639668766941343,0.105430843308568,0.001,27.96934938430786
41,0.10571922617299216,0.10524579882621765,0.001,28.061134099960327
42,0.10547831846135003,0.10353390127420425,0.001,27.574867486953735
43,0.1051460155418941,0.10603753663599491,0.001,28.485025882720947
44,0.10483208107096809,0.10432813502848148,0.001,28.50860023498535
45,0.10421382699693953,0.1054676529020071,0.001,28.916085243225098
46,0.10415763003485544,0.10285343043506145,0.001,28.139408826828003
47,0.10398118283067431,0.10827661864459515,0.001,28.766649961471558
48,0.10365706852504185,0.10631842538714409,0.001,28.5008704662323
49,0.10323072842189245,0.10496540740132332,0.001,28.311827182769775
